feature,class
"[-4.8418869e+02  2.4803190e+01  6.0251045e+00  7.8913846e+00
  7.2013855e+00  1.5908891e+00 -3.0543163e+00  1.5784639e+00
  1.9123683e+00  1.2269539e+00  1.1127584e+00  2.2137492e+00
  1.4268121e+00  2.4309068e+00  2.3015268e+00  3.2271566e+00
  1.7394801e+00  2.4765074e+00  2.7772412e+00  1.8915854e+00
  1.3022652e+00  1.4638664e+00  1.6397418e+00  1.2584633e+00
  2.0166454e-01  2.0977745e+00  1.7378312e+00  1.6138213e+00
  1.8872696e+00  2.3739970e+00  1.5035253e+00  1.7039005e+00
  1.2371839e+00  1.5982798e+00  9.2125738e-01  1.1216494e+00
  7.3823047e-01  6.8799555e-01  6.8700153e-01  5.4735649e-01]",sneezing
"[-4.5776910e+02  9.4796143e+00  2.7587032e+00  3.9899638e+00
  4.6947041e-01  1.3022380e+00 -1.0863872e+00 -3.0619016e-01
 -6.2217087e-01  6.1803132e-01 -1.0675879e+00 -1.6506265e-01
  3.3752671e-01 -2.0861232e-01 -3.8481650e-01  8.6404139e-01
 -4.5562667e-01  1.2760569e-01 -3.1135127e-01  1.4501174e-01
 -3.6285707e-01  4.5061210e-01 -3.6684278e-01  4.2503527e-01
  1.0163650e-01  2.6824337e-01  4.6410460e-02  3.1544688e-01
  2.6111424e-01  3.3540243e-01  2.6793230e-01  5.2105975e-01
  1.4907159e-01  1.5493125e-01  3.6715776e-01  4.5621046e-01
  3.7923446e-01  7.0705348e-01  1.0109582e-01  2.7717671e-01]",sneezing
"[-4.3417014e+02  2.5344334e+01 -8.7828797e-01  1.4249462e+01
 -3.1964412e+00 -4.7125816e+00 -3.4429564e+00  2.2547059e+00
  6.5731198e-01  4.2535119e+00  1.1396846e+00  1.1037782e+00
 -1.5132265e+00 -9.2334592e-01 -4.6365130e-01  4.1489387e+00
  5.2670774e+00  4.7365942e+00  4.7939434e+00  5.8649588e+00
  3.7243731e+00  2.9749303e+00  7.9091406e-01  1.1762122e+00
 -9.1018057e-01 -3.4651297e-01  5.3239044e-02  3.7684715e-01
  3.2638958e-01  2.2552638e+00  9.0142125e-01  5.9625018e-01
 -2.2616012e-01  1.3288748e+00  3.7804013e-01  1.2620916e+00
  8.5857272e-01  9.4522405e-01 -2.6227364e-01 -2.2834174e-01]",sneezing
"[-5.1999890e+02  1.7749250e+01  4.3795142e+00  6.7125144e+00
  2.9004171e+00  5.6748815e+00  1.6690844e+00  3.0127749e+00
  2.8295450e+00  2.4148529e+00  2.1436496e+00  1.5213008e+00
  9.8137200e-01  1.7824391e+00  1.2385424e+00  9.3685389e-01
  7.4419022e-01  1.2313926e+00  7.6463932e-01  2.2021817e-01
  7.8558987e-01  1.4656733e+00  5.3842229e-01  1.6570153e+00
  4.6180138e-01  1.5109987e+00  1.3580643e+00  1.4792585e+00
  1.3121866e+00  1.5441327e+00  1.1055207e+00  1.2462519e+00
  9.6201867e-01  1.0179218e+00  9.0740514e-01  1.1563337e+00
  6.8480259e-01  9.1438603e-01  5.4138273e-01  1.0378159e+00]",sneezing
"[-5.8753955e+02  2.2900539e+01 -2.5373580e+00  5.3938422e+00
  2.7690017e+00  7.0542264e-01 -4.1055841e+00 -2.2949774e+00
  1.1902800e+00  5.4662889e-01 -4.9592930e-01 -9.2061234e-01
 -1.8841993e+00 -6.8321568e-01  5.5077416e-01  3.8006234e-01
 -1.2256247e+00 -2.1864977e-01  2.2947881e-01  1.1569391e+00
 -7.8488356e-01  1.0167356e+00 -1.2171817e+00  2.7330497e-01
 -6.9948442e-02  4.5778564e-01 -3.7563819e-02  1.0119421e+00
  1.1559962e+00  1.5853399e+00 -7.6983386e-01  1.6837634e-01
  5.4189605e-01  1.1796025e-01 -4.8520350e-01  1.0006645e+00
  5.7287526e-01  4.1653293e-01  4.9254525e-01  6.6933316e-01]",sneezing
"[-5.2301703e+02  2.0664356e+01  1.0472541e+00  5.4269938e+00
  4.6273041e+00  2.9451435e+00 -2.1322758e+00 -7.4073857e-01
 -2.4014950e+00 -1.1750342e+00 -9.9413979e-01 -1.5041659e+00
 -1.5920247e+00 -6.4335185e-01 -1.3387700e+00 -2.8075740e-01
 -1.7306627e+00 -3.6063951e-01 -7.3383611e-01 -4.6785629e-01
 -7.8950530e-01 -5.3727186e-01 -1.8366936e-01 -6.7763619e-02
 -5.7509834e-01 -5.6260222e-01 -9.3118143e-01 -8.8352007e-01
 -1.2766707e+00 -7.9585356e-01 -1.2340667e+00 -4.0985397e-01
 -1.5083858e+00 -6.9647217e-01 -1.0519071e+00 -1.8592335e-01
 -9.7600543e-01 -3.8728523e-01 -2.5924793e-01  9.6953347e-02]",sneezing
"[-4.4978278e+02  2.7381235e+01  7.6742139e+00  1.3872054e+01
  1.3090359e+01  1.1812511e+01  4.9025753e-01  2.9363484e+00
 -1.0401176e+00 -1.4791105e+00  5.1639146e-01 -9.5780224e-01
 -1.1944906e+00 -3.2248569e-01  1.8895528e+00  2.2865868e-01
 -2.9657274e-01 -3.5252818e-01 -7.5785583e-01  2.0420265e+00
  7.0871401e-01 -3.4629226e-01 -1.0495565e+00 -5.4630667e-01
 -1.5678355e+00 -1.1855619e+00 -1.3709817e+00 -1.9749883e+00
 -2.9357562e+00 -1.4594625e+00 -2.1305850e+00 -7.5258309e-01
 -2.0984676e+00 -2.0795639e+00 -2.0541835e+00 -1.2839721e+00
 -2.2168343e+00 -1.4293609e+00 -1.7836480e+00 -1.3879980e+00]",sneezing
"[-4.3277591e+02  1.0218255e+01 -5.4645452e+00  2.8082922e+00
 -2.5207109e+00 -3.5785718e+00 -5.1411905e+00 -1.1347272e+00
 -1.7558538e+00  7.9251134e-01  7.2206903e-01  2.9936202e+00
  1.7647790e+00  2.2832890e+00  7.8661853e-01 -1.2482219e-01
 -2.6712003e-01  1.2483766e+00 -5.9953016e-01  1.2783745e-01
  1.3711904e+00  2.3602779e+00  1.3272208e+00  1.8709550e+00
  5.9895188e-01  1.4829917e+00 -3.6200392e-01  9.5746583e-01
  5.4090399e-01  8.8768268e-01  2.3870556e-01  1.3159453e+00
  6.0464317e-01  4.5708051e-01  3.4505153e-01  8.0502129e-01
  3.9138448e-01  1.1616901e+00  2.1615848e-01  8.0648792e-01]",sneezing
"[-4.6051004e+02  2.4651436e+01 -2.9386127e+00  5.1424708e+00
 -3.7663131e+00 -2.3952717e-01 -8.3547211e+00 -7.6045613e+00
 -4.9752536e+00 -4.8041139e+00 -7.3334446e+00 -2.6496127e+00
 -6.1431603e+00 -4.3049273e+00 -2.5104563e+00  3.4527009e+00
 -3.3984470e+00 -2.7902670e+00 -7.6584470e-01 -2.3073895e+00
 -4.9379597e+00 -3.1960399e+00 -2.2950709e+00 -1.5265986e+00
 -9.3225491e-01  5.8672154e-01  1.9665584e-01 -1.9812354e+00
 -1.0920680e+00  4.3371829e-01 -7.6876706e-01 -1.1732748e+00
  1.9663143e-01 -5.8210653e-01 -2.2254915e+00 -5.9183097e-01
 -6.4260173e-01  4.9705881e-01 -3.5923213e-01  2.9734990e-01]",sneezing
"[-4.78931000e+02  3.83513489e+01 -1.26626503e+00  3.46552819e-01
 -4.44418907e+00  1.63072026e+00 -7.79398108e+00 -7.18370914e+00
 -2.79143476e+00 -5.20852041e+00 -4.95760536e+00 -2.96652365e+00
 -6.68293953e+00 -2.18658257e+00 -2.57758355e+00 -3.09472823e+00
 -3.76984906e+00 -2.93810177e+00 -2.82524776e+00 -2.93881798e+00
 -2.55495334e+00 -1.83934474e+00 -1.80514729e+00  1.18234985e-01
 -2.85149850e-02 -8.19377542e-01  1.83710665e-01  1.48429787e+00
 -8.52351606e-01  2.47050419e-01 -4.67861742e-01 -3.59667331e-01
 -1.50304973e+00 -1.20299864e+00 -1.29752326e+00 -3.13762903e-01
 -1.06746531e+00 -1.30551100e+00 -1.50463200e+00 -1.63742936e+00]",sneezing
"[-619.6445      16.225183     8.120668     9.389998     6.852776
    6.727751     5.0307913    5.0833464    2.953815     4.672048
    2.9108233    3.4680233    2.613609     4.001397     2.914345
    2.1675425    1.8253419    3.2369647    2.1792493    2.6943085
    2.1109848    2.7325072    2.151643     2.6757648    2.0094817
    2.8725688    1.7262048    2.307068     1.7003901    2.132428
    1.1486908    1.8223796    1.0947201    2.3875856    1.1642157
    2.073422     1.2979898    1.6419038    1.1575961    1.4199922]",sneezing
"[-502.8522      38.33452     20.765234    21.91272     14.224098
   15.056734     8.355184    11.095396     7.406335    12.665825
    6.553541    10.197846     6.0548425    9.8951645    4.6304097
    7.893174     3.980488     7.9429574    3.815328     6.934135
    3.219999     6.7441077    2.8094351    6.5925193    2.8032057
    5.621606     2.066153     5.4965243    1.6952621    4.741305
    1.9021338    5.0873313    1.2909284    5.1303897    1.6374732
    4.7631845    1.59341      5.27628      1.918331     3.7990592]",sneezing
"[-4.3829074e+02  2.2367598e+01  2.0278878e+00  7.6798000e+00
  6.5957265e+00  3.1981587e+00 -3.0259058e+00 -1.1353387e+00
 -3.5482547e-01  6.2753224e-01  2.8759265e+00  5.1008528e-01
 -1.2581505e+00  2.3482740e+00  2.0520761e+00 -7.3764451e-02
 -1.3693030e+00 -4.2823844e-02  4.4146785e-01  1.8911034e-01
  6.3323140e-01  7.7464288e-01 -3.7503067e-01  2.1987568e-01
 -2.2544698e-01  5.7985678e-02  1.0626333e+00  1.9378241e+00
  9.7620624e-01  1.3014151e+00  7.5429481e-01  1.6846690e+00
  3.7276566e-01  7.1174338e-02  4.8279426e-01  1.2203696e+00
  8.8240355e-02  7.2163925e-02 -2.7570605e-01 -2.4653618e-01]",sneezing
"[-3.1022336e+02  3.5823681e+01 -6.4110951e+00  2.0485125e+01
  2.8303192e+00  5.4626579e+00 -3.7864070e+00 -4.0764318e+00
 -8.2604170e+00 -2.2352526e+00  2.1649051e+00 -1.6828893e+00
 -5.6199226e+00 -1.6934599e+00 -2.2666667e+00  4.1749825e+00
 -2.8931575e+00 -2.6061795e+00 -2.3712125e+00  1.4119591e+00
 -4.6550951e+00  8.2536137e-01  1.0478241e+00 -1.3973663e+00
 -2.5928905e+00 -1.1032569e+00 -1.2748238e+00  1.2009915e+00
  1.2992409e+00  5.1737732e-01  1.0859879e+00  2.7684343e+00
  1.4351580e+00  2.6500821e+00 -5.3930312e-01 -4.8190936e-01
 -4.0398705e-01  1.4845490e+00 -2.0139743e-01  2.2922738e-01]",sneezing
"[-4.8917435e+02  1.8376966e+01 -5.0181065e+00  1.5760939e+00
  1.9350252e+00 -2.2698444e-01 -5.1666937e+00 -2.8442185e+00
  1.6148478e+00  1.7241827e+00 -2.7870971e-01  1.6789362e-01
  1.9614604e-01  1.4292587e+00  6.2260294e-01  1.7627528e-01
 -3.4525788e-01  1.2048060e+00 -3.1070882e-01 -3.6792392e-01
 -6.3099831e-01  6.2574476e-01 -5.3374875e-01  1.1146345e+00
 -2.3649561e-01  6.7134768e-02  2.6378614e-01  3.9357665e-01
 -1.3114917e-01  1.0096714e+00 -4.2763036e-01 -4.8121703e-01
 -4.4577238e-01  3.6963561e-01 -2.9772249e-01  3.8185343e-01
 -2.5828499e-01  2.4661423e-01  3.9415896e-01  2.7879053e-01]",sneezing
"[-4.55450806e+02  8.93686008e+00 -5.46090937e+00  2.28176522e+00
 -1.73621428e+00  4.86944973e-01 -1.72428787e+00 -2.74459720e+00
 -3.91290188e+00 -3.48405493e-03  1.44194230e-01  8.94342482e-01
  3.92543226e-01  2.68066907e+00  1.22068572e+00  9.33238566e-01
  8.15996826e-01  1.29009879e+00  1.48335069e-01  1.17004943e+00
  3.30947936e-02  6.67847097e-01  8.54062617e-01  1.69410682e+00
 -1.70275614e-01 -1.03077097e-02  6.02473244e-02 -2.21092641e-01
  3.02330196e-01  7.08574772e-01  5.50452948e-01  7.16712117e-01
  5.30501306e-01  6.32621884e-01  3.97996455e-01  4.32725370e-01
 -6.71399310e-02  6.92137480e-01 -1.20138586e-01  3.72218281e-01]",sneezing
"[-4.4627640e+02  2.4179148e+01 -7.9162388e+00  1.0487744e+01
  2.0780542e+00  3.5287962e+00  2.4212573e-01  1.1055697e+00
  4.5795581e-01  4.9140539e+00  4.5756888e+00  1.4968654e+00
  9.3389362e-01  1.9055448e+00  1.7518319e+00  1.3888884e+00
  8.4727657e-01  1.6607041e+00  4.9550167e-01  1.9918340e+00
  1.7009926e+00  1.1807214e+00  2.2968283e+00  1.9446065e+00
  7.7038831e-01  1.9146396e+00  1.1337531e+00  1.4978830e+00
 -9.0782732e-02  9.6963203e-01  1.0868334e+00  1.5551366e+00
  7.1563125e-01  1.2667966e+00  4.2814356e-01  1.3296386e+00
  9.5406950e-01  1.0531005e+00  4.2052320e-01  1.5379163e+00]",sneezing
"[-5.4736810e+02  1.4607141e+01  2.5841036e+00  4.0108385e+00
  3.8537338e+00  2.1304028e+00  5.2764183e-01  9.4847780e-01
  1.6068144e+00  1.9852573e+00 -6.6116816e-01 -4.8399016e-01
 -5.8578227e-02 -2.7449623e-01 -1.5142690e-01  5.2382165e-01
  2.4532759e-01 -5.8867767e-02  1.8814255e-02  2.5590590e-01
 -5.2892333e-01 -1.4467809e-02  2.4399759e-01  5.0747436e-01
  2.6153567e-01  1.0905004e+00  6.6123188e-01  4.9366036e-01
  1.9378386e-01  8.8677473e-02 -2.8991416e-01  6.3906126e-03
 -3.9156380e-01 -2.0731600e-01  5.6502700e-02  5.5662835e-01
 -2.1793911e-01 -2.3653592e-01 -7.2176449e-02 -1.4604662e-01]",sneezing
"[-4.0819614e+02  7.1213638e+01 -7.2545171e+00  6.0134196e+00
  9.9030380e+00  8.3418441e-01 -9.3547325e+00  3.0283079e+00
  3.1129954e+00  5.8611779e+00  7.6968640e-01  1.4677978e+00
  1.1780730e+00  3.9581954e+00  3.8732319e+00  3.6946759e-01
 -6.4176756e-01  4.0803990e+00 -7.1491383e-02  8.1869125e-01
  2.3032983e-01  4.4916000e+00  1.2454240e+00  1.3737884e+00
  2.5477600e+00  3.5527096e+00 -1.5666102e-01  1.1540208e+00
 -2.5114357e-01 -2.7824762e+00 -2.9722583e+00  9.5451102e-02
 -1.8338400e+00  1.4792122e-01 -1.2519785e+00 -2.0681575e-01
  3.7775606e-02  1.1697682e+00  1.0103455e+00  1.8452988e+00]",sneezing
"[-4.36241608e+02  3.65973434e+01 -2.98279834e+00  7.62735415e+00
  1.29210253e+01  3.96901417e+00 -7.15365648e-01  7.03715324e+00
 -1.91122615e+00  7.96781874e+00  6.30602455e+00  9.77319479e-01
  4.54249334e+00  4.68162584e+00  4.31057453e+00  4.59922552e+00
 -2.32292816e-01  3.18471098e+00 -3.77513826e-01  2.02863634e-01
  4.25004780e-01  6.42049015e-01  1.22208916e-01  2.55232430e+00
 -1.04112816e+00  1.37132370e+00 -2.71966364e-02  1.74882936e+00
 -1.13401520e+00  5.76527417e-01 -1.96534634e-01  1.54903781e+00
 -1.53120720e+00 -4.87797111e-01 -2.60786080e+00 -8.81750762e-01
 -8.83839846e-01  1.28818583e+00  1.41520187e-01 -5.12691773e-03]",sneezing
"[-4.17193542e+02  5.92783737e+00 -3.65111399e+00  2.18404055e+00
 -4.83278260e-02 -6.39640450e-01 -2.12786794e+00  5.02031982e-01
 -3.60858560e-01  8.29970181e-01 -8.64923120e-01 -2.36565843e-01
 -1.99879909e+00  3.19457501e-01  7.72684580e-03 -3.58870141e-02
 -1.25982594e+00 -1.10774785e-01 -2.51980513e-01 -6.63734451e-02
 -3.87874812e-01  2.07691684e-01 -7.89047360e-01  5.94510674e-01
  1.27052441e-01  9.64896977e-02  1.42474860e-01  1.53717026e-01
  2.11733252e-01  7.90613651e-01 -6.52930200e-01  8.39144409e-01
  2.57413983e-01  8.19424927e-01  2.60408185e-02  9.71653998e-01
  1.02025948e-01  7.72803545e-01 -2.18442585e-02  2.55400449e-01]",sneezing
"[-4.00641754e+02  1.71918087e+01 -7.14732170e+00  3.00791979e-01
 -2.29423083e-02  2.51126719e+00 -6.58468533e+00  1.30742654e-01
 -4.14689445e+00 -3.01550889e+00 -2.43301558e+00 -1.81982470e+00
 -1.27974224e+00  1.41009438e+00  1.79202437e+00  1.97526097e+00
 -7.99797401e-02  2.82458782e+00  1.78786719e+00 -1.98287368e-01
 -1.28860450e+00  1.96418023e+00 -1.02930315e-01  1.53089499e+00
  2.12958741e+00 -5.21589033e-02  1.01194215e+00  8.28785181e-01
 -2.83021718e-01  8.13137710e-01 -5.44909358e-01  6.06228352e-01
 -6.86367378e-02  1.51282954e+00  2.08471417e+00  1.30850279e+00
  1.77933526e+00  2.43987370e+00  2.23263383e+00  2.24601555e+00]",sneezing
"[-4.7149811e+02  2.3117775e+01  5.3161705e-01  5.1114907e+00
  2.8595493e+00  3.4568679e+00  9.8611438e-01  2.0103405e+00
  1.7408808e+00  1.8600645e+00  4.9713981e-01  4.4244373e-01
 -9.6323591e-01  4.4354001e-01  1.2012327e+00  3.8311902e-01
 -3.5851303e-01  2.5245333e+00  7.5091958e-01  1.2584141e+00
  1.7397512e+00  1.5490869e+00  1.8335907e+00  2.0725801e+00
  9.4821775e-01  1.4077379e+00 -1.1165386e-01  1.0112046e+00
  1.3098338e-01  4.5520863e-01  5.5693801e-02  1.5841524e-01
 -6.0647207e-01 -3.0006748e-01 -9.1942929e-02 -2.5865695e-01
 -2.5755596e-01  5.1380795e-01 -2.2761554e-01  6.9834316e-01]",sneezing
"[-5.63604309e+02  1.11143856e+01  3.18440151e+00  4.06193876e+00
  4.51029110e+00  3.96761417e+00  2.24269533e+00  3.37846088e+00
  2.04396701e+00  2.39147162e+00  1.22882783e+00  5.96755564e-01
  1.57057619e+00  1.90818262e+00  1.09229577e+00  1.62716115e+00
  9.92641985e-01  9.95105863e-01  9.15801704e-01  1.01241684e+00
  6.71865940e-01  1.43437350e+00  9.57591474e-01  5.31247437e-01
  8.04074585e-01  1.31652689e+00  8.08740079e-01  7.02739000e-01
  4.33062017e-01  4.84864205e-01  2.82087564e-01  7.06743896e-01
  2.47321442e-01  7.32573450e-01  5.43195963e-01  1.09880574e-01
  4.67865348e-01  6.24689162e-01  4.55754012e-01  7.84834683e-01]",sneezing
"[-4.2725787e+02  3.1822182e+01 -4.5915771e+00  3.5362744e+00
  1.6277214e+00  4.7834504e-01 -3.3184781e+00 -6.4712987e+00
 -3.9731312e+00 -1.0410311e+00 -1.1134329e+00  9.0761578e-01
  5.3215146e-01  6.1918026e-01  9.2687297e-01  1.6472102e+00
  2.9581740e-01 -1.3593059e+00  1.6970140e-01  2.0109847e+00
 -2.0304234e+00  1.4170164e+00  7.5397265e-01  7.2486031e-01
  1.0945771e+00  1.2897201e+00  1.3021260e+00  1.0252271e+00
 -6.0860328e-02  9.4612956e-01  1.1408550e-02  8.2598621e-01
  3.1058833e-02  9.2309698e-02  2.9899487e-01  9.7251284e-01
  4.6634313e-01  7.7014232e-01  1.6332848e-01  1.2778295e+00]",sneezing
"[-5.4586670e+02  2.2771208e+01 -2.3439188e+00  3.4717722e+00
 -2.2819303e-01  1.3077223e-01 -4.2719507e+00 -4.1913180e+00
 -2.8321047e+00  1.2067130e-01  1.0941550e+00  7.6055157e-01
  3.5241091e-01  7.4452847e-01 -8.4923053e-01 -9.9405742e-01
 -2.7952597e+00 -1.5396192e+00 -2.7553096e+00 -3.2381105e+00
 -3.0436976e+00 -1.2744349e+00 -2.3367872e+00 -4.5184866e-01
 -1.6249365e+00 -1.1333061e+00 -1.0862615e+00 -4.0062153e-01
 -1.1640590e+00 -1.6365899e+00 -2.0531020e+00 -2.1197164e+00
 -2.1328130e+00 -9.0673107e-01 -9.2592478e-01 -6.0015881e-01
 -8.1465924e-01  3.6365947e-01  2.6097652e-01  5.6982684e-01]",sneezing
"[-4.5052750e+02  2.6229414e+01  9.0580493e-01  4.5372291e+00
 -5.0641141e+00  4.6412406e+00 -2.1248868e+00 -1.7813933e+00
  1.0662631e+00  4.6869807e+00 -5.6775463e-01  9.5635140e-01
  6.8980753e-01  5.0363464e+00  1.1154586e+00  5.7713246e+00
  3.5786953e+00  3.7884967e+00  2.0824006e+00  3.0066037e+00
  8.3059651e-01  1.5557045e+00 -3.5690448e-01  2.3028321e+00
 -2.2608818e-01  1.3715446e+00  3.7937504e-01  1.9157374e+00
  1.1731049e+00  2.5017271e+00 -1.9356835e-01  1.6674238e+00
  4.4096163e-01  2.3586619e+00  8.5347259e-01  1.8411952e+00
 -8.6646515e-01  3.7745416e-01 -7.7036935e-01  1.0750579e+00]",sneezing
"[-4.7427185e+02  2.3350595e+01 -5.8239708e+00 -4.2098389e+00
 -5.0984411e+00 -2.5197485e-01  2.2143161e+00  5.8448844e+00
  3.9795039e+00  4.7019711e-01 -4.0827317e+00 -5.4906411e+00
 -5.8175192e+00 -3.0853686e+00 -2.7894542e+00 -2.5224903e+00
 -4.8684649e+00 -4.4351978e+00 -5.6313457e+00 -3.8958163e+00
 -1.7259315e+00 -4.9826780e-01 -7.0572817e-01 -1.0063063e+00
 -6.3490683e-01 -1.0787785e+00 -2.2358894e+00 -1.0814759e+00
 -1.5163432e+00 -1.5546591e+00 -6.9587159e-01  2.2526315e-01
 -1.8473390e-01 -1.7468981e-02 -3.0186477e-01 -2.6897126e-01
 -2.4181348e-01  3.2590345e-01 -1.7838678e-01 -3.8962632e-01]",sneezing
"[-3.8757184e+02  3.6006512e+01 -4.4193638e+01  2.6182859e+01
  4.1035318e+00 -6.8649201e+00  3.8069332e+00 -1.2019506e+00
 -1.2993718e+00  9.7603340e+00  5.4820747e+00  1.1087170e+01
  7.0518007e+00  1.4200021e+01  2.5911441e+00  7.0596499e+00
  5.2578392e+00  9.0954647e+00  4.2562232e+00  8.1725626e+00
  7.9145393e+00  3.4055333e+00  4.3879914e+00  7.9534526e+00
  3.1702359e+00  5.2426949e+00  3.4415174e+00  5.8207202e+00
  2.0538275e+00  2.6984935e+00  2.4375086e+00  2.6133540e+00
  5.5383545e-01  3.2262158e+00  1.1517035e-01  3.0375903e+00
 -1.3325577e+00  1.6881468e+00  2.8944558e-01  1.9401613e+00]",sneezing
"[-5.3662000e+02  3.4184880e+00 -7.2751350e+00  5.0704303e+00
 -6.2490454e+00 -1.5098900e+00 -3.1158092e+00 -3.0954075e+00
 -6.2445378e-01 -2.6121759e+00 -6.3330966e-01  2.3060396e+00
  3.9223439e-01 -3.0508747e+00 -1.6814897e+00  2.4849355e+00
 -6.6620934e-01 -9.1404539e-01  1.9737996e+00  2.6771023e+00
 -2.9606748e-02  1.9709996e+00  1.9132960e+00  4.8029041e-01
  2.4467440e+00  2.2403133e+00 -2.4419786e-01  2.8367920e+00
  9.3413597e-01  6.5207595e-01  1.1307470e+00  6.3118142e-01
 -3.1761837e-01  3.2475534e-01  1.8527136e+00  1.0667772e+00
 -8.1687309e-02  1.0204300e+00  1.4680755e+00  2.8030400e+00]",sneezing
"[-5.6780518e+02  1.9720597e+00 -5.8282533e+00  9.0491695e+00
 -7.7930875e+00  2.5684580e-01 -1.4731501e+00  2.3351207e+00
  2.1680379e+00 -2.7092459e+00 -4.6415973e-01  1.1138721e+00
  1.4294058e+00 -2.4864295e+00  1.4677972e+00  4.5255027e+00
  1.0370867e+00 -1.2602365e+00 -3.4670809e-01  1.2542717e-01
 -1.2722616e+00  1.9230567e+00  9.9493283e-01  7.0708013e-01
 -2.6720098e-01  2.9421856e+00  8.0675501e-01 -1.2059464e+00
  6.6680998e-02  1.0302191e+00  1.6117257e+00  1.8855718e+00
  2.6075211e+00  2.2497313e+00  6.1045212e-01  2.2084079e+00
  9.9252236e-01  1.2505056e+00 -4.9677959e-01  1.2104325e-01]",sneezing
"[-3.9214886e+02  5.1637985e+01 -8.6077509e+00  2.6819458e+01
 -2.3451519e+00 -2.1152117e+00 -1.0013031e+01 -6.7221508e+00
 -4.4806447e+00 -4.0097079e+00 -1.0660889e+00  3.0590038e+00
  2.1840708e+00  2.6704836e+00 -7.6099129e+00 -1.0844345e+00
 -1.1088169e+00 -2.0382245e+00 -2.5962560e+00 -1.8282886e+00
 -2.6463957e+00  1.5346004e-01 -3.1015670e+00  6.1050177e-01
  1.7009749e-01  1.0283548e+00 -2.0700073e+00 -1.2062132e+00
 -3.7220809e+00 -1.7009596e+00 -1.4898933e+00 -2.2569714e+00
 -1.6245720e+00  7.3391998e-01 -7.2917598e-01  9.1013038e-01
 -1.2321919e+00 -5.0322890e-01 -2.5456116e-01  4.3234497e-01]",sneezing
"[-4.5848929e+02  1.1718086e+01 -5.8717141e+00  1.3259004e-01
  7.4135476e-01 -1.9358968e+00 -3.5881579e+00 -2.7419975e-01
  2.7190816e-01  2.6594808e+00  1.7503942e+00  1.7980155e+00
 -2.2004974e+00 -3.5377016e+00 -2.9413316e+00 -2.5032547e+00
 -1.7681874e+00 -2.1270750e+00 -1.1343526e+00  1.9142820e+00
  5.8474302e-01 -1.1966821e+00 -1.8719680e+00 -7.5234729e-01
 -1.1902522e+00 -4.9639946e-01  5.9744745e-01  7.8403711e-01
  9.9691048e-02  1.6941872e+00  4.0958214e-01 -7.0186543e-01
 -8.3857161e-01  2.5037074e-01 -1.9130343e-01  1.6157797e-01
 -8.0495006e-01 -5.7980233e-01 -1.3861440e-02 -7.8680730e-01]",sneezing
"[-4.3210541e+02  6.5021370e+01  1.9163792e+01  3.7822872e+01
  2.2149366e+01  1.9557327e+01  1.3462640e+01  1.7397635e+01
  1.1829626e+01  1.3782325e+01 -4.5713508e-01  9.7413578e+00
  4.6205072e+00  2.7629786e+00  1.9091970e+00  5.8641834e+00
  2.5190628e+00  8.3126345e+00  1.1136276e+00  5.5354398e-01
  4.7764220e+00  3.9659750e+00  1.2843764e+00  8.3056206e-01
  4.5711207e+00 -6.7467386e-01  2.4843357e+00  3.7900381e+00
 -1.2153983e+00  1.4283495e+00 -7.6898336e-01  1.2130964e+00
  2.8157389e-01  1.0616288e+00  1.0453321e+00  4.1212067e-01
  1.5396439e+00  1.3517646e+00 -1.1783140e+00  2.5513060e+00]",snoring
"[-2.8836569e+02  8.1316643e+01  2.0732376e+01  2.5939322e+01
  1.7208495e+00  2.8446448e+00 -2.7156360e+00  7.2584524e+00
  1.2125429e+01  1.0001251e+01  6.6269307e+00  9.1430073e+00
 -2.5544240e+00  5.5822641e-01 -4.3533230e+00 -2.5961878e+00
 -5.3822675e+00 -2.9398897e+00 -1.5464339e+00  7.5857770e-01
 -5.4466734e+00  2.8607442e+00 -4.1706915e+00  5.6684005e-01
  3.2720544e+00  6.2318206e+00  5.5159563e-01  3.7070737e+00
 -2.2899258e+00  2.5543630e+00 -3.2616007e+00  1.3035294e-01
 -1.2253851e+00  4.8187906e-01 -5.5797062e+00  4.2305258e-01
 -7.6611471e-01  1.8595030e+00  1.3512877e+00  5.8513303e+00]",snoring
"[-3.8737988e+02  7.0376114e+01  2.2950096e+01  2.1253386e+01
  2.4767284e+00  6.4919119e+00  2.6639330e-01  1.9689140e+00
  2.6956346e+00  3.1042240e+00  3.4851193e-01  2.8706930e+00
 -2.7421916e+00 -2.2894497e+00 -4.1115723e+00 -1.0901792e+00
 -6.3294201e+00 -2.5536554e+00 -3.3771853e+00 -2.1499944e+00
 -5.0059671e+00 -4.4734156e-01 -3.9350789e+00 -1.8409843e+00
 -1.5403985e+00  8.2107282e-01 -7.1228492e-01 -1.0309978e-02
 -2.3507500e+00  6.5308374e-01 -3.5118437e+00 -1.6116372e+00
 -3.0371342e+00 -1.7846177e+00 -3.2504034e+00 -1.2841543e+00
 -2.1020708e+00 -2.8584290e-02 -2.4128892e+00  1.2289473e+00]",snoring
